STANDARD_NAME,21A,22A,22B,23A,23B,RA,DEC
T202207011422454m000536,,T202207011422454m000536,,,,215.6891880673195,-0.0934635138617407
A202104091422584p004047,A202104091422584p004047,,,,,215.74337979617496,0.6796473566797125
C202204241423057m004028,,C202204241423057m004028,,,,215.7737371267516,-0.6745655307163592
T202304121423086m014907,,,,T202304121423086m014907,,215.78582721556344,-1.818657793104788
T202105061423089p020126,T202105061423089p020126,,,,,215.7870851676073,2.023788162086925
T202303281423100m014233,,,,T202303281423100m014233,,215.7918462025599,-1.7090369036676656
A202208111423104m003244,,,A202208111423104m003244,,,215.79322983296345,-0.5455936716385162
A202303221423107m014348,,,,A202303221423107m014348,,215.79453271261207,-1.7299199356367576
A202204211423123m005116,,A202204211423123m005116,,,,215.8010451861136,-0.8545649884166305
C202303221423125m011810,,,,C202303221423125m011810,,215.8019693060465,-1.3027130837020349
T202105121423188p000203,T202105121423188p000203,,,,,215.82834847153808,0.034036216416641
T202106021423203p001636,T202106021423203p001636,,,,,215.8347532829568,0.2767518060119883
C202303281423209m022118,,,,C202303281423209m022118,,215.8370279054647,-2.35504420405914
T202208141423382m012749,,,T202208141423382m012749,,,215.9089770542324,-1.463666554684804
C202105151423407m005843,C202105151423407m005843,,,,,215.91968330583657,-0.9785986628139623
C202206281423547m001700,,C202206281423547m001700,,,,215.97809467640468,-0.2833548186126062
A202105031423566m001148,A202105031423566m001148,,,,,215.9859439238102,-0.1967771043557163
T202305151423572m011053,,,,T202305151423572m011053,,215.9882121652944,-1.1814708698615637
C202204241424039m013205,,C202204241424039m013205,,,,216.0164230084256,-1.5346558825348149
C202205241424041m003629,,C202205241424041m003629,,,,216.0171732233176,-0.6080972432746741
T202205031424057m011704,,T202205031424057m011704,,,,216.023769606251,-1.2843081385860626
C202105151424065m021005,C202105151424065m021005,,,,,216.02697130007357,-2.168149390251961
T202205031424110m005907,,T202205031424110m005907,,,,216.0456593942984,-0.9851802774312288
T202303221424161p000908,,,,T202303221424161p000908,,216.06728300728167,0.1523386975562648
C202306141424172m001215,,,,C202306141424172m001215,,216.0716655567246,-0.2041809066808148
A202204211424356m010917,,A202204211424356m010917,,,,216.1483155449447,-1.1546835559427953
T202303281424366p001329,,,,T202303281424366p001329,,216.15254090410372,0.2248319752954554
C202204241424366p005539,,C202204241424366p005539,,,,216.1526447728389,0.9275628768180836
A202204241424423p005317,,A202204241424423p005317,,,,216.17645778367051,0.8880738809289141
C202207011424432m012444,,C202207011424432m012444,,,,216.17994635381768,-1.4123264673109832
T202303161424473m020936,,,,T202303161424473m020936,,216.1969813223945,-2.1600033541859407
T202106021424519p001146,T202106021424519p001146,,,,,216.21619621256144,0.1960362170389993
C202304121424554m010302,,,,C202304121424554m010302,,216.2306432082597,-1.0505254671999378
T202205031425068m003359,,T202205031425068m003359,,,,216.27838771086087,-0.5663423923619284
A202303161425132p002508,,,,A202303161425132p002508,,216.3048740502907,0.4188667530010855
C202105061425151m023460,C202105061425151m023460,,,,,216.3128245426784,-2.583240234085346
A202103281425160m000608,A202103281425160m000608,,,,,216.31659918528624,-0.1020900380018204
A202104181425162m020939,A202104181425162m020939,,,,,216.3175286492667,-2.1609188681925646
T202205271425217m001212,,T202205271425217m001212,,,,216.34045249367895,-0.2032795747892128
A202204241425250m004515,,A202204241425250m004515,,,,216.35402639977832,-0.7540351786576135
T202305101425262m011826,,,,T202305101425262m011826,,216.35921226834927,-1.3071250187440442
T202305101425309m002657,,,,T202305101425309m002657,,216.3786822589929,-0.4491500661350642
C202303161425310m001310,,,,C202303161425310m001310,,216.37919743883148,-0.2193419073114803
C202208111425324p001351,,,C202208111425324p001351,A202303161425324p001351,,216.38492776677845,0.2308975963369445
A202105181425401m014751,A202105181425401m014751,,,,,216.4170499230952,-1.7975091092751403
A202104151425464p013511,A202104151425464p013511,,,,,216.443518181766,1.586404623628635
A202303161425537p000356,,,,A202303161425537p000356,,216.47387474630503,0.0654481812600898
A202204241426014p002754,,A202204241426014p002754,,,,216.5058458990684,0.4650703584658391
T202105151426101m033357,T202105151426101m033357,,,,,216.54228084396271,-3.565826331991062
C202204241426128m001358,,C202204241426128m001358,,,,216.5532365341516,-0.2328825917939024
C202303161426191m013117,,,,C202303161426191m013117,,216.5795300722829,-1.5212592169567374
T202207011426214m023410,,T202207011426214m023410,,,,216.58923948836036,-2.5694554021961418
C202207011426232m003654,,C202207011426232m003654,,,,216.596574991976,-0.6149703148247593
A202207011426237m000455,,A202207011426237m000455,,,,216.59865146319345,-0.0819401543228594
T202205241426295m013316,,T202205241426295m013316,,,,216.62291164626396,-1.5545112069283171
C202302081426324m002713,,C202302081426324m002713,,,,216.635069533968,-0.4534973563843277
C202205181426345p001456,,C202205181426345p001456,,,,216.64384352516305,0.2489190154223201
T202204211426361m013102,,T202204211426361m013102,,,,216.650571460828,-1.5171621057027431
C202204241426389m014804,,C202204241426389m014804,,,,216.6622283691344,-1.8010800785259564
A202208111426390m023211,,,A202208111426390m023211,,,216.66256230133044,-2.5365027304121157
A202105301426410p005509,A202105301426410p005509,,,,,216.67093128760703,0.919166476742659
T202303281426412p002347,,,,T202303281426412p002347,,216.67168050543148,0.3964799757683021
C202205031426419m012043,,C202205031426419m012043,,,,216.674590362478,-1.3453377703925458
C202303161426463m000124,,,,C202303161426463m000124,,216.6928033663988,-0.0234019271839984
T202305251426470m021718,,,,T202305251426470m021718,,216.6957934776927,-2.2882851152789896
C202207011426505m004324,,C202207011426505m004324,,,,216.7106023842468,-0.7232681800626972
C202104061426512m004411,C202104061426512m004411,,,,,216.7135298201784,-0.7362854702580135
C202303161426546m020358,,,,C202303161426546m020358,,216.727606242368,-2.066019783217538
C202303221426548m014158,,,,C202303221426548m014158,,216.72849185937127,-1.6995395334262595
T202104061427045p031731,T202104061427045p031731,,,,,216.76856864152543,3.29201937977492
A202205061427068m013125,,A202205061427068m013125,,,,216.7782530268316,-1.5237431006741895
T202204241427108m003030,,T202204241427108m003030,,,,216.79506596089485,-0.5082133406061804
T202305101427137p002545,,,,T202305101427137p002545,,216.80688914547704,0.4292412089828576
T202303221427198m014020,,,,T202303221427198m014020,,216.8325546464352,-1.672115622121732
C202103221427212p021039,C202103221427212p021039,,,,,216.8382172573499,2.177427878170619
T202304121427276p003309,,,,T202304121427276p003309,,216.86491465303243,0.5523668547945397
A202103221427285m013000,A202103221427285m013000,,,,,216.86892204510585,-1.500124063035024
C202104151427388m033629,C202104151427388m033629,,,,,216.9115900123912,-3.6081105038824512
T202302081427417m012720,,T202302081427417m012720,,T202303161427417m012720,,216.9239456215942,-1.4555356558398318
A202103221427469p010006,A202103221427469p010006,,,,,216.94526487629625,1.001565135075594
C202106021427486m033040,C202106021427486m033040,,,,,216.95229470491984,-3.5112295467295547
T202207011427494m002230,,T202207011427494m002230,,,,216.9556736874419,-0.3750095972357005
A202204211427554m013926,,A202204211427554m013926,,,,216.9808764156725,-1.657295633321623
C202104251427569m032612,C202104251427569m032612,,,,,216.9871138504742,-3.4365565372440923
T202303161428041m003927,,,,T202303161428041m003927,,217.0172054262064,-0.6574439753965773
A202103221428091m003954,A202103221428091m003954,,,,,217.0380109471072,-0.6651234068307879
C202105061428138p031543,C202105061428138p031543,,,,,217.0573279624312,3.26206032307418
T202106021428141m013503,T202106021428141m013503,,,,,217.0586616140726,-1.5841386553821326
C202206081428159m005923,,C202206081428159m005923,,,,217.06604543222065,-0.989697457821624
T202105181428159m015856,T202105181428159m015856,,,,,217.066344821466,-1.982181946077712
C202104251428160p010710,C202104251428160p010710,,,,,217.0667016673211,1.119395293597593
C202103221428246m010834,C202103221428246m010834,,,,,217.10246636023984,-1.1428333600547165
A202103221428334m002738,A202103221428334m002738,,,,,217.13926456577124,-0.4605170515115345
A202104061428359p015313,A202104061428359p015313,,,,,217.14940560911927,1.8868604584172453
T202304151428360m015129,,,,T202304151428360m015129,,217.1498846571878,-1.8581396987680887
T202104061428448p004247,T202104061428448p004247,,,,,217.1867739456896,0.7130727758453621
C202103221428484p002243,C202103221428484p002243,,,,,217.20181592435745,0.3785295250978985
C202303161428536m013419,,,,C202303161428536m013419,,217.22321532704947,-1.5719941236464554
T202105181428566m003915,T202105181428566m003915,,,,,217.2359470969292,-0.6542922595788515
T202103221429023p023343,T202103221429023p023343,,,,,217.25962884448583,2.561961473039956
T202206081429135m005742,,T202206081429135m005742,,,,217.30630734994511,-0.9616988071170244
A202104061429183p030128,A202104061429183p030128,,,,,217.326336708944,3.0245192134520416
T202105151429230m041108,T202105151429230m041108,,,,,217.3457610017847,-4.185589109589103
T202105121429256p013410,T202105121429256p013410,,,,,217.3564780029197,1.5694131144060608
A202204211429364m005517,,A202204211429364m005517,,,,217.40181606982463,-0.9214558715037904
A202105151429376p025703,A202105151429376p025703,,,,,217.406738027778,2.950767345907181
A202104061429451m034014,A202104061429451m034014,,,,,217.43787627994865,-3.6704776207472
C202305251429530m013750,,,,C202305251429530m013750,,217.4706523907863,-1.6305239846047712
A202104061429595p031809,A202104061429595p031809,,,,,217.49789208017668,3.3024272794788523
C202303161430044m012357,,,,C202303161430044m012357,,217.51841763269704,-1.3992337213378605
A202104061430091m031806,A202104061430091m031806,,,,,217.5380816190384,-3.3015423547256755
C202204211430126m021345,,C202204211430126m021345,,,,217.55256922394955,-2.2291734000142363
C202105061430143p031643,C202105061430143p031643,,,,,217.55944004156095,3.2786808845366813
C202207011430155m020301,,C202207011430155m020301,,,,217.5647300236812,-2.050403231794969
A202104061430182p033806,A202104061430182p033806,,,,,217.57586908716644,3.634908334113775
C202106021430185p020148,C202106021430185p020148,,,,,217.5768871702685,2.029974896986705
A202103221430321m013845,A202103221430321m013845,,,,,217.6336509278288,-1.6458976888238577
T202105221430496p010731,T202105221430496p010731,,,,,217.7067505810306,1.1253815047733875
C202105151431082p032903,C202105151431082p032903,,,,,217.78405848517855,3.48420179452434
C202105061431257m034621,C202105061431257m034621,,,,,217.8572784323096,-3.772452412275909
A202103241431285m004823,A202103241431285m004823,,,,,217.8687026285,-0.8065175244853664
T202103281431300m031753,T202103281431300m031753,,,,,217.8749147043989,-3.2979757015757367
A202104091431337m010507,A202104091431337m010507,,,,,217.8904741708229,-1.0851704602786991
C202104061431341m035839,C202104061431341m035839,,,,,217.8922676025076,-3.977514124884953
C202105061431371p023001,C202105061431371p023001,,,,,217.9044413095368,2.500366225389517
T202105061431400m005958,T202105061431400m005958,,,,,217.9165728685437,-0.9993658234524364
C202105151431600p024459,C202105151431600p024459,,,,,217.9998735939124,2.7497463981414403
C202103311432147p012014,C202103311432147p012014,,,,,218.0610801539084,1.3372924525261052
C202106021432355m002732,C202106021432355m002732,,,,,218.1481027632292,-0.4588428436472366
T202105061432384p020947,T202105061432384p020947,,,,,218.15993769955008,2.1631018202423262
C202103221433043p002557,C202103221433043p002557,,,,,218.26787216699265,0.4325820130002638
C202104121433089p030955,C202104121433089p030955,,,,,218.2871817029228,3.165182760579332
C202105151433099p011536,C202105151433099p011536,,,,,218.2912620629513,1.2600946223842209
A202104121433218p030753,A202104121433218p030753,,,,,218.34082327846343,3.1313221205029635
C202103221433464p003805,C202103221433464p003805,,,,,218.4432268048573,0.6348378822231783
A202104091433476m021741,A202104091433476m021741,,,,,218.4483569015896,-2.294701019303325
T202105061434053m005948,T202105061434053m005948,,,,,218.52200263547408,-0.996563756899376
C202104061434053m002734,C202104061434053m002734,,,,,218.52206160765536,-0.45942518047264
T202105151434352m033755,T202105151434352m033755,,,,,218.64682826662985,-3.632045951437087
C202105061434387m021423,C202105061434387m021423,,,,,218.66126336391412,-2.2396568746289947
A202103221435147m035127,A202103221435147m035127,,,,,218.81132339423115,-3.8573674558857967
C202105151435265p001222,C202105151435265p001222,,,,,218.86031671292983,0.2059895680155332
A202103221435321m034157,A202103221435321m034157,,,,,218.8838584791704,-3.699119804800111
A202103241435333m022511,A202103241435333m022511,,,,,218.8887897254684,-2.419649267229585
T202103221435335m010419,T202103221435335m010419,,,,,218.8897106224885,-1.0718486372087406
A202106021435389p003224,A202106021435389p003224,,,,,218.9121284030117,0.5400030973790587
A202105151435416m003736,A202105151435416m003736,,,,,218.9233521537072,-0.6266700299761797
T202105151435418p002302,T202105151435418p002302,,,,,218.9239973019733,0.3838120026658883
C202104061436014m022716,C202104061436014m022716,,,,,219.0058020986895,-2.454489365167748
A202104091436018m024709,A202104091436018m024709,,,,,219.0073003561191,-2.7859170519127416
C202104151436130m002350,C202104151436130m002350,,,,,219.0541940507456,-0.3972937549487332
T202105151436216m000420,T202105151436216m000420,,,,,219.0899402522659,-0.0723474770205047
A202103221436217m014328,A202103221436217m014328,,,,,219.0905822663051,-1.724582739697416
T202104251436231m003503,T202104251436231m003503,,,,,219.0964277272784,-0.58427287747865
A202103221436365m030916,A202103221436365m030916,,,,,219.1519965266036,-3.15444333767144
C202103221437107m015403,C202103221437107m015403,,,,,219.29445531723,-1.9008893790599948
C202103221437249m010803,C202103221437249m010803,,,,,219.35387701037155,-1.1342711155976684
C202104151437258m001638,C202104151437258m001638,,,,,219.35741204879497,-0.2771807810747694
C202103221437383p020502,C202103221437383p020502,,,,,219.40954411133416,2.0838384344884417
T202104061437506m001138,T202104061437506m001138,,,,,219.46080870982868,-0.193915098538957
